Class Number,Class Name,Unique Number,Division,Days,Time,Location,Instructor,Flags,Core,Description
PHL,304 CONTEMPORARY MORAL PROBLEMS,41515,Lower,MWF,9:00 a.m.-10:00 a.m.,WAG 302,"GILL, BRIGITTE",Ethics,,
PHL,304 CONTEMPORARY MORAL PROBLEMS,41520,Lower,MW,10:00 a.m.-11:00 a.m.,RLP 0.102,"SMITH, NICOLE",Ethics,,
PHL,304 CONTEMPORARY MORAL PROBLEMS,41525,Lower,MW,10:00 a.m.-11:00 a.m.,RLP 0.102,"SMITH, NICOLE",Ethics,,
PHL,304 CONTEMPORARY MORAL PROBLEMS,41530,Lower,MW,10:00 a.m.-11:00 a.m.,RLP 0.102,"SMITH, NICOLE",Ethics,,
PHL,304 CONTEMPORARY MORAL PROBLEMS,41532,Lower,MW,10:00 a.m.-11:00 a.m.,RLP 0.102,"SMITH, NICOLE",Ethics,,
PHL,304 CONTEMPORARY MORAL PROBLEMS,41533,Lower,MW,10:00 a.m.-11:00 a.m.,RLP 0.102,"SMITH, NICOLE",Ethics,,
PHL,304 CONTEMPORARY MORAL PROBLEMS,41534,Lower,MW,10:00 a.m.-11:00 a.m.,RLP 0.102,"SMITH, NICOLE",Ethics,,
PHL,304T INTRO TO TECHNOLOGY ETHICS,41535,Lower,TTH,9:30 a.m.-11:00 a.m.,RLP 1.104,"SCHAPIRO, MATAN",Ethics,,
PHL,305 INTRO TO PHILOS OF RELIGION,41540,Lower,TTH,9:30 a.m.-11:00 a.m.,SZB 4.414,"PREUSS GREENE, ROSS AUGUS",,,
PHL,310 KNOWLEDGE AND REALITY,41545,Lower,MW,1:00 p.m.-2:00 p.m.,PAR 201,"BUCHANAN, LAWRENCE RAY",,,
PHL,310 KNOWLEDGE AND REALITY,41550,Lower,MW,1:00 p.m.-2:00 p.m.,PAR 201,"BUCHANAN, LAWRENCE RAY",,,
PHL,310 KNOWLEDGE AND REALITY,41555,Lower,MW,1:00 p.m.-2:00 p.m.,PAR 201,"BUCHANAN, LAWRENCE RAY",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41560,Lower,MWF,10:00 a.m.-11:00 a.m.,WAG 420,"DRUCKER, DANIEL",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41565,Lower,MWF,10:00 a.m.-11:00 a.m.,WAG 420,"DRUCKER, DANIEL",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41570,Lower,MWF,10:00 a.m.-11:00 a.m.,WAG 420,"DRUCKER, DANIEL",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41575,Lower,TTH,11:00 a.m.-12:30 p.m.,WAG 302,"SAINSBURY, RICHARD M",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41580,Lower,TTH,11:00 a.m.-12:30 p.m.,WAG 302,"SAINSBURY, RICHARD M",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41585,Lower,TTH,11:00 a.m.-12:30 p.m.,WAG 302,"SAINSBURY, RICHARD M",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41590,Lower,MW,2:30 p.m.-4:00 p.m.,WAG 302,"LEON, JEFFREY C",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41595,Lower,MW,2:30 p.m.-4:00 p.m.,WAG 302,"LEON, JEFFREY C",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41600,Lower,MW,2:30 p.m.-4:00 p.m.,WAG 302,"LEON, JEFFREY C",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41605,Lower,MW,4:00 p.m.-5:30 p.m.,WAG 302,"PROOPS, IAN N",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41610,Lower,MW,4:00 p.m.-5:30 p.m.,WAG 302,"PROOPS, IAN N",,,
PHL,610QB PROBS OF KNOWLEDGE & VALUATION,41615,Lower,MW,4:00 p.m.-5:30 p.m.,WAG 302,"PROOPS, IAN N",,,
PHL,312 INTRODUCTION TO LOGIC,41620,Lower,TTH,11:00 a.m.-12:30 p.m.,WAG 420,"HANKINSON, ROBERT J",,,
PHL,313 INTRODUCTORY SYMBOLIC LOGIC,41625,Lower,MW,11:30 a.m.-1:00 p.m.,WAG 302,"SCHOENFIELD, MIRIAM",Quantitative Reasoning,Mathematics,
PHL,313 INTRODUCTORY SYMBOLIC LOGIC,41630,Lower,MW,11:30 a.m.-1:00 p.m.,WAG 302,"SCHOENFIELD, MIRIAM",Quantitative Reasoning,Mathematics,
PHL,313 INTRODUCTORY SYMBOLIC LOGIC,41635,Lower,MW,11:30 a.m.-1:00 p.m.,WAG 302,"SCHOENFIELD, MIRIAM",Quantitative Reasoning,Mathematics,
PHL,315F PHILOSOPHY AND FILM,41640,Lower,TTH,3:30 p.m.-5:00 p.m.,PMA 6.112,"BU, CHENYU",,,
PHL,317K INTRO TO PHILOS OF THE ARTS,41645,Lower,MWF,10:00 a.m.-11:00 a.m.,WAG 201,"VILLALBA CUESTA, ANDREA L",,Visual and Performing Arts,
PHL,317K INTRO TO PHILOS OF THE ARTS,41650,Lower,TTH,2:00 p.m.-3:00 p.m.,WAG 420,"HIGGINS, KATHLEEN M",,Visual and Performing Arts,
PHL,321K THEORY OF KNOWLEDGE,41685,Upper,TTH,2:00 p.m.-3:30 p.m.,WAG 210,"SORENSEN, ROY",Writing,,
PHL,322K HISTORY OF ETHICS,41690,Upper,MW,4:00 p.m.-5:30 p.m.,WAG 210,"DEIGH, JOHN",Writing,,
PHL,323K METAPHYSICS,41695,Upper,MWF,11:00 a.m.-12:00 p.m.,RLP 0.118,"LITLAND, JON E",Writing,,
PHL,323M PHILOSOPHY OF MIND,41700,Upper,MW,1:00 p.m.-2:30 p.m.,CAL 200,"MONTAGUE, MICHELLE",,,
PHL,325D ENVIRONMNTL ETHICS/PHILOSOPHY,41705,Upper,MW,2:00 p.m.-3:00 p.m.,PAR 201,"BUDOLFSON, MARK",Ethics,,
PHL,325D ENVIRONMNTL ETHICS/PHILOSOPHY,41710,Upper,MW,2:00 p.m.-3:00 p.m.,PAR 201,"BUDOLFSON, MARK",Ethics,,
PHL,325D ENVIRONMNTL ETHICS/PHILOSOPHY,41715,Upper,MW,2:00 p.m.-3:00 p.m.,PAR 201,"BUDOLFSON, MARK",Ethics,,
PHL,325J HEALTH AND JUSTICE,41720,Upper,MW,2:00 p.m.-3:00 p.m.,RLP 1.104,"SMITH, NICOLE",Ethics,,
PHL,325J HEALTH AND JUSTICE,41725,Upper,MW,2:00 p.m.-3:00 p.m.,RLP 1.104,"SMITH, NICOLE",Ethics,,
PHL,325J HEALTH AND JUSTICE,41730,Upper,MW,2:00 p.m.-3:00 p.m.,RLP 1.104,"SMITH, NICOLE",Ethics,,
PHL,325K ETHICAL THEORIES,41735,Upper,TTH,12:30 p.m.-2:00 p.m.,WAG 208,"BONEVAC, DANIEL A",Ethics Writing,,
PHL,329L EARLY MOD PHL: DESCARTES-KANT,41740,Upper,MW,10:00 a.m.-11:30 a.m.,WAG 302,"SCHAFER, KARL",,,
PHL,329L EARLY MOD PHL: DESCARTES-KANT,41745,Upper,MW,10:00 a.m.-11:30 a.m.,WAG 302,"SCHAFER, KARL",,,
PHL,329L EARLY MOD PHL: DESCARTES-KANT,41750,Upper,MW,10:00 a.m.-11:30 a.m.,WAG 302,"SCHAFER, KARL",,,
PHL,329P KANTS CRITIQUE PURE REASON,41755,Upper,MW,1:00 p.m.-2:30 p.m.,WAG 208,"PROOPS, IAN N",,,
PHL,332 PHILOSOPHY OF LANGUAGE,41760,Upper,TTH,2:00 p.m.-3:30 p.m.,CAL 200,"SAINSBURY, RICHARD M",Writing,,
PHL,334M MARTIN HEIDEGGER,41765,Upper,MW,4:00 p.m.-5:30 p.m.,WAG 208,"EVANS, MATTHEW L",,,
PHL,342L ORIGINS OF LIBERALISM,41770,Upper,TTH,11:00 a.m.-12:30 p.m.,WAG 308,"SALMIERI, GREGORY C",,,
PHL,342M MARX AND MARXIST THEORY,41775,Upper,TTH,12:30 p.m.-2:00 p.m.,GAR 2.128,"SARKAR, SAHOTRA",Global Cultures Writing,,
PHL,344K INTERMEDIATE SYMBOLIC LOGIC,41780,Upper,TTH,11:00 a.m.-12:30 p.m.,PMA 5.126,"DOGRAMACI, SINAN",,,
PHL,347 PHILOSOPHY OF LAW,41785,Upper,MWF,12:00 p.m.-1:00 p.m.,WAG 101,"ROSATI, CONNIE",Ethics,,
PHL,349 HIST OF MEDIEVAL & RENAIS PHL,41790,Upper,TTH,2:00 p.m.-3:30 p.m.,,,,,
PHL,363L 1-PHILOSPHY OF BIOLOGY,41795,Upper,TTH,11:00 a.m.-12:30 p.m.,GAR 0.132,"SARKAR, SAHOTRA",,,
PHL,365 INDIAN PHILOSOPHIES,41800,Upper,TTH,2:00 p.m.-3:30 p.m.,MEZ B0.302,"CUNEO, DANIELE",Global Cultures,,
PHL,365 NATURE OF VISUAL CONSCIOUSNESS,41805,Upper,TTH,11:00 a.m.-12:30 p.m.,RLP 0.108,"TYE, MICHAEL",,,
PHL,365 6-PROCESS PHIL AND PRAGMATISM,41810,Upper,MW,10:00 a.m.-11:30 a.m.,CAL 21,"LEON, JEFFREY C",Writing,,
PHL,366K EXISTENTIALISM,41815,Upper,TTH,3:30 p.m.-4:30 p.m.,WAG 302,"HIGGINS, KATHLEEN M",Ethics,,
PHL,366K EXISTENTIALISM,41820,Upper,TTH,3:30 p.m.-4:30 p.m.,WAG 302,"HIGGINS, KATHLEEN M",Ethics,,
PHL,366K EXISTENTIALISM,41825,Upper,TTH,3:30 p.m.-4:30 p.m.,WAG 302,"HIGGINS, KATHLEEN M",Ethics,,
PHL,366K EXISTENTIALISM,41830,Upper,TTH,3:30 p.m.-4:30 p.m.,WAG 302,"HIGGINS, KATHLEEN M",Ethics,,
PHL,366K EXISTENTIALISM,41835,Upper,TTH,3:30 p.m.-4:30 p.m.,WAG 302,"HIGGINS, KATHLEEN M",Ethics,,
PHL,366K EXISTENTIALISM,41840,Upper,TTH,3:30 p.m.-4:30 p.m.,WAG 302,"HIGGINS, KATHLEEN M",Ethics,,
PHL,375M 9-THE PHILOSOPHY OF PRIVACY,41845,Upper,TTH,9:30 a.m.-11:00 a.m.,WAG 210,"SMITH, TARA A",Writing Independent Inquiry,,
PHL,679HA HONORS TUTORIAL COURSE,41850,Upper,,,,,Independent Inquiry,,
PHL,679HB HONORS TUTORIAL COURSE,41855,Upper,,,,,Independent Inquiry,,
PHL,379K CONFERENCE COURSE,41860,Upper,,,,,,,
PHM,338 INTRODUCTION TO PHARMACOLOGY,59510,Upper,WTH,9:00 a.m.-10:30 a.m.,NUR 1.116,"KARBOSKI, JAMES A",,,
PHM,360J BASIC STD PHRMCEUT RSCH NONMAJ,59514,Upper,,,,,,,
PHY,301 MECHANICS,56060,Lower,TTH,9:30 a.m.-11:00 a.m.,PAI 2.48,"TSOI, MAXIM",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,301 MECHANICS,56065,Lower,TTH,9:30 a.m.-11:00 a.m.,PAI 2.48,"TSOI, MAXIM",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,301 MECHANICS,56070,Lower,TTH,9:30 a.m.-11:00 a.m.,PAI 2.48,"TSOI, MAXIM",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,301 MECHANICS,56075,Lower,TTH,9:30 a.m.-11:00 a.m.,PAI 2.48,"TSOI, MAXIM",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,101L LABORATORY FOR PHY 301,56080,Lower,W,8:00 a.m.-11:00 a.m.,PMA 7.322,"YEAZELL, JOHN ANTHONY",,,
PHY,101L LABORATORY FOR PHY 301,56085,Lower,M,11:00 a.m.-2:00 p.m.,PMA 7.322,"YEAZELL, JOHN ANTHONY",,,
PHY,101L LABORATORY FOR PHY 301,56090,Lower,T,11:00 a.m.-2:00 p.m.,PMA 7.322,"YEAZELL, JOHN ANTHONY",,,
PHY,101L LABORATORY FOR PHY 301,56095,Lower,TH,2:00 p.m.-5:00 p.m.,PMA 7.322,"YEAZELL, JOHN ANTHONY",,,
PHY,101L LABORATORY FOR PHY 301-FRI,56100,Lower,,,,"LA COUR, BRIAN",,,
PHY,101L LABORATORY FOR PHY 301-FRI,56105,Lower,,,,"MARKERT, JOHN T",,,
PHY,101L LABORATORY FOR PHY 301-FRI,56110,Lower,,,,"MONTGOMERY, MICHAEL H",,,
PHY,302K GEN PHY TCH CRS: MECH/HEAT/SND,56115,Lower,MWF,11:00 a.m.-12:00 p.m.,PAI 2.48,"MARDER, MICHAEL P",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,302K GEN PHY TCH CRS: MECH/HEAT/SND,56120,Lower,MWF,12:00 p.m.-1:00 p.m.,PAI 2.48,"HANNIGAN, RYAN",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,302K GEN PHY TCH CRS: MECH/HEAT/SND,56125,Lower,TTH,2:00 p.m.-3:30 p.m.,PAI 2.48,"CHEN, HSIN-YU",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,302L GEN PHY TCH CRS: ELEC/LGHT/NUC,56130,Lower,MWF,11:00 a.m.-12:00 p.m.,PAI 4.42,"DITMIRE, TODD",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,302L GEN PHY TCH CRS: ELEC/LGHT/NUC,56135,Lower,MWF,1:00 p.m.-2:00 p.m.,PAI 4.42,"DITMIRE, TODD",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,302L GEN PHY TCH CRS: ELEC/LGHT/NUC,56140,Lower,TTH,8:00 a.m.-9:30 a.m.,PAI 4.42,"NAIK, MIT",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,302L GEN PHY TCH CRS: ELEC/LGHT/NUC,56144,Lower,MWF,9:00 a.m.-10:00 a.m.,PAI 4.42,"PERRY, JONATHAN",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56145,Lower,MWF,9:00 a.m.-10:00 a.m.,PAI 2.48,"FLORIN, ERNST-LUDWIG",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56150,Lower,MWF,9:00 a.m.-10:00 a.m.,PAI 2.48,"FLORIN, ERNST-LUDWIG",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56155,Lower,MWF,9:00 a.m.-10:00 a.m.,PAI 2.48,"FLORIN, ERNST-LUDWIG",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56160,Lower,MWF,9:00 a.m.-10:00 a.m.,PAI 2.48,"FLORIN, ERNST-LUDWIG",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56165,Lower,MWF,10:00 a.m.-11:00 a.m.,PAI 2.48,"SHIH, CHIH-KANG",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56170,Lower,TTH,12:30 p.m.-2:00 p.m.,,,Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56175,Lower,TTH,12:30 p.m.-2:00 p.m.,,,Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56180,Lower,TTH,12:30 p.m.-2:00 p.m.,,,Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56185,Lower,TTH,12:30 p.m.-2:00 p.m.,,,Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56190,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56195,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56200,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56205,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56210,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56215,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56220,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56225,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56230,Lower,MWF,10:00 a.m.-11:00 a.m.,PAI 2.48,"SHIH, CHIH-KANG",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56231,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56232,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56233,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,303K ENGINEERING PHYSICS I,56234,Lower,TTH,2:00 p.m.-3:30 p.m.,,"PERERA, VIRANGA",Quantitative Reasoning,"Natural Science and Technology, Part I",
PHY,321 MODERN PHYSICS: PLAN II,57080,Upper,TTH,3:30 p.m.-5:00 p.m.,PMA 7.104,"FREESE, KATHERINE",,"Natural Science and Technology, Part I",
PHY,336K CLASSICAL DYNAMICS,57085,Upper,TTH,9:30 a.m.-11:00 a.m.,PMA 7.104,"BODDY, KIMBERLY KAY",,,
PHY,239C PHYSICS COGNITION AND PEDAGOGY,57090,Upper,W,5:00 p.m.-7:00 p.m.,PMA 5.112,"PERRY, JONATHAN",Ethics,,
PHY,341 BUILDING SCIENTIFIC APPARATUS,57095,Upper,TTH,12:30 p.m.-2:00 p.m.,PMA 8.322,"TORABI, AIDA",,,
PHY,341 7-RESEARCH METHODS: UTEACH,57100,Upper,M,9:00 a.m.-11:00 a.m.,PAI 4.08,"BUCKLEY, DEANNA",Writing Independent Inquiry Quantitative Reasoning,,
PHY,341 7-RESEARCH METHODS: UTEACH,57105,Upper,M,11:00 a.m.-1:00 p.m.,PAI 4.08,"BUCKLEY, DEANNA",Writing Independent Inquiry Quantitative Reasoning,,
PHY,345 BIOPHYSICS,57110,Upper,TTH,2:00 p.m.-3:30 p.m.,PMA 5.112,"GORDON, VERNITA",,,
PHY,352K CLASSICAL ELECTRODYNAMICS I,57115,Upper,MWF,10:00 a.m.-11:00 a.m.,PMA 7.104,"TENERANI, ANNA",,,
PHY,352L CLASSICAL ELECTRODYNAMICS II,57120,Upper,MWF,11:00 a.m.-12:00 p.m.,PMA 11.204,"DOWNER, MICHAEL WAYNE",,,
PHY,353L MODERN PHYSICS LABORATORY,57125,Upper,M,12:00 p.m.-1:00 p.m.,PMA 5.104,"HEINZEN, DANIEL J",Writing,,
PHY,353L MODERN PHYSICS LABORATORY,57130,Upper,M,12:00 p.m.-1:00 p.m.,PMA 5.104,"HEINZEN, DANIEL J",Writing,,
PHY,353L MODERN PHYSICS LABORATORY,57135,Upper,M,12:00 p.m.-1:00 p.m.,PMA 5.104,"HEINZEN, DANIEL J",Writing,,
PHY,355 MODERN PHYSICS & THERMODYNAMS,57140,Upper,MWF,2:00 p.m.-3:00 p.m.,PMA 7.104,"COKER, WILLIAM R",,,
PHY,355 MODERN PHYSICS & THERMODYNAMS,57145,Upper,TTH,2:00 p.m.-3:30 p.m.,PMA 5.120,"THOMAS, DEEPA",,,
PHY,362K QUANT PHYS II: ATOMS/MOLECULES,57150,Upper,MWF,1:00 p.m.-2:00 p.m.,PMA 7.104,"SITZ, GREG O",,,
PHY,362L QUANT PHYS III: PARTCLS/NUCLEI,57155,Upper,TTH,5:00 p.m.-6:30 p.m.,PMA 11.204,"ANDEEN, TIMOTHY R JR",,,
PHY,369 THERMODYNAMICS AND STAT MECH,57160,Upper,MWF,3:00 p.m.-4:00 p.m.,PMA 7.104,"LOVERIDGE, ANDREW J",,,
PHY,670TA SENIOR THESIS,57165,Upper,,,,,,,
PHY,670TB SENIOR THESIS,57170,Upper,,,,,Writing Independent Inquiry,,
PHY,371C INDIVIDUAL STUDY IN PHYSICS,57175,Upper,,,,,Independent Inquiry,,
PHY,373 QUANTUM PHYSICS I: FOUNDATIONS,57180,Upper,MWF,9:00 a.m.-10:00 a.m.,PMA 7.104,"DISTLER, JACQUES",,,
PHY,474 ADVANCED LABORATORY I,57185,Upper,TTH,3:30 p.m.-5:00 p.m.,ECJ 1.222,"KRAVITZ, SCOTT",Independent Inquiry Quantitative Reasoning Writing,,
PHY,375R INTRODUCTION TO RELATIVITY,57190,Upper,TTH,11:00 a.m.-12:30 p.m.,PMA 5.114,"MATZNER, RICHARD A",,,
PHY,379H HONORS TUTORIAL COURSE,57195,Upper,,,,,Independent Inquiry Writing,,
PIA,201 LOWER-DIV PIANO: SECONDARY,24985,Lower,W,3:00 p.m.-5:00 p.m.,MRH 2.608,"ALLEN, GREGORY D",,,
PIA,201 LOWER-DIV PIANO: SECONDARY,24987,Lower,M,1:00 p.m.-2:00 p.m.,MRH 2.608,"DENENBURG, MARGARITA",,,
PIA,201 LOWER-DIV PIANO: SECONDARY,24988,Lower,W,2:00 p.m.-3:00 p.m.,MRH 2.608,"NEL, ANTON",,,
PIA,201 LOWER-DIV PIANO: SECONDARY,24989,Lower,M,2:00 p.m.-4:00 p.m.,MRH 2.608,"BROWNELL, ANDREW A",,,
PIA,202 FUNCTIONAL PIANO SKILLS I,24990,Lower,,,,,,,
PIA,202 FUNCTIONAL PIANO SKILLS II,24995,Lower,,,,,,,
PIA,210 LOWER-DIV PIANO: PRINCIPAL,25000,Lower,W,3:00 p.m.-5:00 p.m.,MRH 2.608,"ALLEN, GREGORY D",,,
PIA,210 LOWER-DIV PIANO: PRINCIPAL,25003,Lower,W,2:00 p.m.-3:00 p.m.,MRH 2.608,"NEL, ANTON",,,
PIA,210 LOWER-DIV PIANO: PRINCIPAL,25004,Lower,M,2:00 p.m.-4:00 p.m.,MRH 2.608,"BROWNELL, ANDREW A",,,
PIA,312 LOWER-DIV PIANO: MAJOR,25005,Lower,W,3:00 p.m.-5:00 p.m.,MRH 2.608,"ALLEN, GREGORY D",,,
PIA,312 LOWER-DIV PIANO: MAJOR,25008,Lower,W,2:00 p.m.-3:00 p.m.,MRH 2.608,"NEL, ANTON",,,
PIA,312 LOWER-DIV PIANO: MAJOR,25009,Lower,M,2:00 p.m.-4:00 p.m.,MRH 2.608,"BROWNELL, ANDREW A",,,
PIA,212J LOWER-DIV PIANO: IMPROV,25010,Lower,M,12:00 p.m.-1:00 p.m.,MRH 6.248,"MARGITZA, ROSS MICHAEL",,,
PIA,251 UPPER-DIV PIANO: SECONDARY,25015,Upper,W,3:00 p.m.-5:00 p.m.,MRH 2.608,"ALLEN, GREGORY D",,,
PIA,251 UPPER-DIV PIANO: SECONDARY,25018,Upper,W,2:00 p.m.-3:00 p.m.,MRH 2.608,"NEL, ANTON",,,
PIA,251 UPPER-DIV PIANO: SECONDARY,25019,Upper,M,2:00 p.m.-4:00 p.m.,MRH 2.608,"BROWNELL, ANDREW A",,,
PIA,260 UPPER-DIV PIANO: PRINCIPAL,25020,Upper,W,3:00 p.m.-5:00 p.m.,MRH 2.608,"ALLEN, GREGORY D",,,
PIA,260 UPPER-DIV PIANO: PRINCIPAL,25023,Upper,W,2:00 p.m.-3:00 p.m.,MRH 2.608,"NEL, ANTON",,,
PIA,260 UPPER-DIV PIANO: PRINCIPAL,25024,Upper,M,2:00 p.m.-4:00 p.m.,MRH 2.608,"BROWNELL, ANDREW A",,,
PIA,362 UPPER-DIV PIANO: MAJOR,25025,Upper,W,3:00 p.m.-5:00 p.m.,MRH 2.608,"ALLEN, GREGORY D",,,
PIA,362 UPPER-DIV PIANO: MAJOR,25028,Upper,W,2:00 p.m.-3:00 p.m.,MRH 2.608,"NEL, ANTON",,,
PIA,362 UPPER-DIV PIANO: MAJOR,25029,Upper,M,2:00 p.m.-4:00 p.m.,MRH 2.608,"BROWNELL, ANDREW A",,,
PIA,362J UPPER-DIV PIANO: IMPROV,25030,Upper,M,12:00 p.m.-1:00 p.m.,MRH 6.248,"MARGITZA, ROSS MICHAEL",,,
POL,507 FIRST-YEAR POLISH II,43720,Lower,MW,12:00 p.m.-1:00 p.m.,BEN 1.124,"KAMINSKA, BERNADETA",,,
POL,312L SECOND-YEAR POLISH II,43725,Lower,TTH,11:00 a.m.-12:30 p.m.,CAL 21,"KAMINSKA, BERNADETA",,,
POL,326 THIRD-YEAR POLISH II,43730,Upper,TTH,9:30 a.m.-11:00 a.m.,CAL 419,"KAMINSKA, BERNADETA",,,
POR,601D FIRST-YEAR PORTUGUESE I,44560,Lower,MWF,12:00 p.m.-2:00 p.m.,BEN 1.102,"BRYLOWSKI, LAURA ROSE",,,
POR,610D FIRST-YEAR PORTUGUESE II,44565,Lower,MWF,10:00 a.m.-12:00 p.m.,BEN 1.102,"BARBOSA, THAIS ROCHA",,,
POR,610S PORTUGUESE FOR SPANISH SPKR I,44570,Lower,MWF,10:00 a.m.-12:00 p.m.,SZB 5.624,"ALVES, DIEGO",,,
POR,311C PORTUGUESE CONVERSATION/CULTR,44575,Lower,MW,10:00 a.m.-11:00 a.m.,BEN 1.104,"FLANZER, VIVIAN",Global Cultures,,
POR,314C INTERMED WRIT/GRAMMAR IN CTXT,44580,Lower,MW,11:00 a.m.-12:00 p.m.,BEN 1.104,"FLANZER, VIVIAN",Global Cultures,,
POR,328C INTRO TO LIT/CUL,44585,Upper,TTH,12:30 p.m.-2:00 p.m.,BEN 1.102,"LEU, LORRAINE",Global Cultures,,
POR,350C BRAZILIAN FILM AND CULTURE,44590,Upper,TTH,11:00 a.m.-12:30 p.m.,BEN 1.102,"RONCADOR, SONIA",,,
PPE,301 INTRO TO PHILOS/POLITICS/ECON,38805,Lower,TTH,3:30 p.m.-5:00 p.m.,PAR 201,"MATEER, G DIRK",,,
PPE,320 FOUNDATIONS OF PHIL/POLIT/ECON,38810,Upper,TTH,11:00 a.m.-12:30 p.m.,PAR 308,"BONEVAC, DANIEL A",,,
PPE,379 CAPSTONE COURSE,38811,Upper,,,,,,,
PRC,320E CINEMA/SOC 21ST CEN BRAZIL,44650,Upper,TTH,12:30 p.m.-2:00 p.m.,,"LEU, LORRAINE",Global Cultures,,
PRC,320E 3-AFRO-LUSO-BRAZILIAN WORLDS,44655,Upper,TTH,2:00 p.m.-3:30 p.m.,BEN 1.102,"RONCADOR, SONIA",Global Cultures,,
PRS,611C INTENSIVE PERSIAN II,41165,Lower,MF,11:00 a.m.-12:00 p.m.,JES A203A,"TABARRAEE, BABAK",,,
PRS,329 IRANIAN AUTEURS,41170,Upper,T,12:30 p.m.-2:00 p.m.,CAL 422,"TABARRAEE, BABAK",Global Cultures,,
PSY,301 INTRODUCTION TO PSYCHOLOGY,42235,Lower,MWF,9:00 a.m.-10:00 a.m.,SEA 2.108,"KERTESZ, AJNA F",,Social and Behavioral Sciences,
